41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,49,49,49,49,41,1,41,41,41,41,41,41,41,49,49,49,41,41,41,41,41,41,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,1,1,1,1,1,41,49,49,49,41,1,1,1,1,1,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,1,1,1,1,1,41,49,49,49,41,1,41,41,41,41,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,41,1,1,1,1,1,1,1,41,49,49,49,41,41,41,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,41,1,51,51,1,1,1,1,1,51,51,51,51,51,1,1,1,1,1,1,41,49,49,49,49,49,49,49,49,49,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,41,41,41,41,41,41,41,41,41,41,41,41,1,41,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,41,41,41,41,41,41,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,41,1,1,1,1,41,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,41,1,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,41
41,49,49,49,41,1,51,1,1,41,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,49,49,49,41,1,1,1,1,1,1,1,1,1,1,1,41
41,49,49,49,41,41,41,41,41,41,49,49,49,41,41,41,49,49,49,49,49,49,49,49,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,1,1,1,1,1,41,41,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,1,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,41,41,41,41,49,49,49,41,41,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,1,1,51,41,49,49,49,41,1,1,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,41,41,41,41,49,49,49,41,41,41,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,41,41,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,1,41,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,51,41,41,41,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,41,41,41,41,49,49,49,49,41,41,41,49,49,49,49,49,41
41,49,49,49,49,45,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,41,41,41,49,49,49,49,49,49,49,41,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,1,41,49,49,49,49,49,49,49,49,49,49,49,49,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
